ACCIDENT_NO,NODE_ID,NODE_TYPE,AMG_X,AMG_Y,LGA_NAME,LGA NAME ALL,DEG_URBAN_NAME,LATITUDE,LONGITUDE,POSTCODE_CRASH
T20210020074,696712,N,2440141.645,2369879.44,GEELONG,GEELONG,LARGE_PROVINCIAL_CITIES,-38.170539,144.316942,3216
T20210020075,696463,N,2577434.38,2526297.433,BENALLA,BENALLA,RURAL_VICTORIA,-36.759819,145.867351,3670
T20210020076,699385,N,2259346.49,2345857.345,MOYNE,MOYNE,RURAL_VICTORIA,-38.357515,142.246634,3284
T20210020078,222317,I,2504454.475,2421328.151,DAREBIN,DAREBIN,MELB_URBAN,-37.708935,145.05052,3083
T20210020080,781301,N,2508036.003,2409660.9,BOROONDARA,BOROONDARA,MELB_URBAN,-37.814035,145.091267,3127
T20210020081,774223,N,2499307.117,2409248.204,YARRA,YARRA,MELB_URBAN,-37.817788,144.99213,3121
T20210020082,697919,N,2496886.965,2418719.015,MORELAND,MERRI-BEK,MELB_URBAN,-37.732449,144.964683,3058
T20210020084,722169,N,2467526.756,2604883.763,CAMPASPE,CAMPASPE,RURAL_VICTORIA,-36.054181,144.639588,3564
T20210020085,696986,N,2385710.371,2446086.151,BALLARAT,BALLARAT,RURAL_VICTORIA,-37.478866,143.707676,3352
T20210020087,776900,I,2476256.697,2408588.015,WYNDHAM,WYNDHAM,RURAL_VICTORIA,-37.823434,144.730307,3029
T20210020088,694034,N,2497561.454,2448963.573,MITCHELL,MITCHELL,RURAL_VICTORIA,-37.459924,144.972434,3753
T20210020090,695548,N,2514465.281,2391570.828,DANDENONG,DANDENONG,MELB_URBAN,-37.976944,145.164641,3174
T20210020091,39517,I,2516175.59,2411145.567,MANNINGHAM,MANNINGHAM,MELB_URBAN,-37.800552,145.183678,3111
T20210020093,693772,N,2510480.462,2401079.658,MONASH,MONASH,MELB_URBAN,-37.891327,145.119151,3149
T20210020096,695628,N,2482198.099,2414755.71,BRIMBANK,BRIMBANK,MELB_URBAN,-37.767995,144.797942,3023
T20210020099,29677,I,2503664.464,2398031.404,GLEN EIRA,GLEN EIRA,MELB_URBAN,-37.918843,145.041676,3204
T20210020101,293293,I,2509234.32,2412512.324,MANNINGHAM,MANNINGHAM,MELB_URBAN,-37.788333,145.104841,3108
T20210020102,695641,N,2525477.281,2410916.357,MAROONDAH,MAROONDAH,MELB_URBAN,-37.802409,145.289308,3136
T20210020104,760929,N,2438410.03,2361953.121,GEELONG,GEELONG,RURAL_VICTORIA,-38.241826,144.296514,3217
T20210020106,695009,N,2493936.045,2421708.663,MORELAND,MERRI-BEK,MELB_URBAN,-37.705497,144.931229,3046
T20210020108,693987,N,2509105.282,2412414.492,BOROONDARA,BOROONDARA,MELB_URBAN,-37.789215,145.103377,3104
T20210020110,293829,N,2496485.347,2406624.752,PORT PHILLIP,PORT PHILLIP,MELB_URBAN,-37.841419,144.960069,3206
T20210020111,51408,I,2477342.72,2595939.048,CAMPASPE,CAMPASPE,SMALL_CITIES,-36.135079,144.74827,3564
T20210020113,38694,I,2505865.917,2425649.085,WHITTLESEA,WHITTLESEA,MELB_URBAN,-37.669993,145.066494,3082
T20210020114,697331,N,2525523.71,2415213.976,MAROONDAH,MAROONDAH,MELB_URBAN,-37.763686,145.289687,3136
T20210020117,694786,N,2527195.189,2412337.507,MAROONDAH,"MAROONDAH,YARRA RANGES",MELB_URBAN,-37.789556,145.308764,3138
T20210020118,730904,N,2392718.49,2466461.809,HEPBURN,HEPBURN,SMALL_TOWNS,-37.296099,143.78984,3370
T20210020119,695297,N,2407001.597,2335161.149,SURF COAST,SURF COAST,RURAL_VICTORIA,-38.480518,143.934364,3235
T20210020122,730905,N,2517089.353,2377550.66,FRANKSTON,FRANKSTON,MELB_URBAN,-38.103208,145.194835,3201
T20210020126,730906,N,2524713.584,2378565.816,CASEY,CASEY,MELB_URBAN,-38.093891,145.281723,3977
T20210020127,694843,N,2511251.436,2370441.446,FRANKSTON,FRANKSTON,MELB_URBAN,-38.167342,145.128386,3199
T20210020128,29997,N,2502442.239,2417811.468,DAREBIN,DAREBIN,MELB_URBAN,-37.740629,145.02771,3072
T20210020129,700675,I,2504415.451,2418483.706,BANYULE,BANYULE,MELB_URBAN,-37.734564,145.050095,3081
T20210020130,697837,N,2519535.952,2421099.968,NILLUMBIK,NILLUMBIK,RURAL_VICTORIA,-37.710796,145.221573,3097
T20210020133,695498,N,2480304.92,2402069.253,HOBSONS BAY,HOBSONS BAY,MELB_URBAN,-37.882261,144.776115,3028
T20210020135,698387,N,2681368.841,2375532.673,WELLINGTON,WELLINGTON,SMALL_CITIES,-38.103799,147.067953,3850
T20210020136,61157,I,2402655.917,2429020.207,BALLARAT,BALLARAT,LARGE_PROVINCIAL_CITIES,-37.634554,143.897033,3350
T20210020137,697076,N,2503160.402,2420806.059,DAREBIN,DAREBIN,MELB_URBAN,-37.713644,145.035846,3083
T20210020139,699722,N,2536079.796,2571377.746,SHEPPARTON,SHEPPARTON,SMALL_CITIES,-36.356022,145.40201,3630
T20210020141,694637,N,2520983.922,2403198.67,KNOX,KNOX,MELB_URBAN,-37.872057,145.238504,3152
T20210020142,40576,I,2508296.679,2404790.07,MONASH,"BOROONDARA,MONASH",MELB_URBAN,-37.857919,145.094282,3146
T20210020143,697781,I,2235943.11,2807653.194,MILDURA,MILDURA,SMALL_CITIES,-34.192048,142.137831,3500
T20210020146,693977,N,2441653.514,2366591.284,GEELONG,GEELONG,LARGE_PROVINCIAL_CITIES,-38.200256,144.333931,3216
T20210020147,583552,I,2515744.228,2402800.725,MONASH,MONASH,MELB_URBAN,-37.875746,145.178958,3150
T20210020149,804796,I,2472685.966,2406622.779,WYNDHAM,WYNDHAM,MELB_URBAN,-37.841042,144.689675,3029
T20210020150,696791,N,2555571.344,2470141.269,MURRINDINDI,"MURRINDINDI,MURRINDINDI",RURAL_VICTORIA,-37.267437,145.626609,3714
T20210020152,44081,I,2498011.764,2352563.478,MORNINGTON PENINSULA,MORNINGTON PENINSULA,MELB_URBAN,-38.328456,144.977264,3936
T20210020153,694534,N,2496688.918,2409368.444,MELBOURNE,MELBOURNE,MELBOURNE_CBD,-37.816699,144.962394,3000
T20210020154,730907,N,2489524.431,2408359.547,HOBSONS BAY,HOBSONS BAY,MELB_URBAN,-37.825736,144.881008,3015
T20210020156,51063,I,2536817.389,2568305.015,SHEPPARTON,SHEPPARTON,SMALL_CITIES,-36.383687,145.410376,3630
T20210020157,698211,N,2484991.719,2414305.491,BRIMBANK,BRIMBANK,MELB_URBAN,-37.772101,144.829641,3020
T20210020158,694035,N,2516064.41,2356604.932,MORNINGTON PENINSULA,MORNINGTON PENINSULA,MELB_URBAN,-38.291914,145.18361,3915
T20210020159,51137,I,2536626.386,2565941.116,SHEPPARTON,SHEPPARTON,SMALL_CITIES,-36.404999,145.40836,3630
T20210020160,713560,N,2541652.83,2439805.119,MURRINDINDI,"MURRINDINDI,MURRINDINDI",RURAL_VICTORIA,-37.541526,145.471364,3777
T20210020161,58987,I,2651793.917,2570617.57,INDIGO,INDIGO,TOWNS,-36.351407,146.691309,3747
T20210020165,694256,N,2452504.688,2386951.514,GEELONG,GEELONG,RURAL_VICTORIA,-38.017458,144.459123,3212
T20210020168,693946,I,2653922.688,2547967.904,ALPINE,ALPINE,TOWNS,-36.555163,146.71958,3737
T20210020169,693978,N,2523601.2,2403737.47,KNOX,KNOX,MELB_URBAN,-37.86714,145.268234,3155
T20210020172,700258,N,2655618.018,2546125.613,ALPINE,ALPINE,TOWNS,-36.571487,146.738892,3737
T20210020176,695117,N,2438591.138,2373660.015,GEELONG,GEELONG,RURAL_VICTORIA,-38.136381,144.299567,3218
T20210020177,615012,I,2519958.377,2405744.144,KNOX,KNOX,MELB_URBAN,-37.849146,145.226778,3152
T20210020178,64738,I,2502245.056,2412530.498,BOROONDARA,BOROONDARA,MELB_URBAN,-37.788212,145.025489,3101
T20210020179,693947,N,2463526.523,2416789.082,MELTON,MELTON,RURAL_VICTORIA,-37.74913,144.586115,3338
T20210020180,683718,N,2469599.834,2420434.191,MELTON,MELTON,RURAL_VICTORIA,-37.716504,144.655181,3336
T20210020181,698693,N,2500612.07,2393945.561,BAYSIDE,BAYSIDE,MELB_URBAN,-37.955661,145.006965,3191
T20210020182,329386,N,2491629.435,2434164.972,HUME,HUME,MELB_URBAN,-37.59324,144.90521,3064
T20210020183,706401,N,2484906.024,2413711.529,BRIMBANK,BRIMBANK,MELB_URBAN,-37.777451,144.828656,3020
T20210020186,694524,N,2506607.768,2402670.177,STONNINGTON,STONNINGTON,MELB_URBAN,-37.877032,145.075109,3145
T20210020190,735629,N,2532144.098,2382451.195,CASEY,CASEY,MELB_URBAN,-38.05866,145.366257,3806
T20210020191,56604,I,2499928.306,2414893.875,DAREBIN,DAREBIN,MELB_URBAN,-37.76692,144.999186,3070
T20210020192,694149,N,2526792.188,2385055.775,CASEY,CASEY,MELB_URBAN,-38.035365,145.305181,3805
T20210020196,67271,I,2481467.9,2405461.561,HOBSONS BAY,HOBSONS BAY,MELB_URBAN,-37.851721,144.789421,3018
T20210020197,43610,I,2527854.661,2392546.98,CASEY,"CASEY,YARRA RANGES",RURAL_VICTORIA,-37.967844,145.316999,3804
T20210020198,694931,N,2601772.181,2347320.639,SOUTH GIPPSLAND,SOUTH GIPPSLAND,RURAL_VICTORIA,-38.370077,146.164458,3871
T20210020200,705122,N,2507652.416,2432472.423,WHITTLESEA,WHITTLESEA,MELB_URBAN,-37.608497,145.086675,3754
T20210020203,694036,N,2177490.076,2359121.966,GLENELG,GLENELG,RURAL_VICTORIA,-38.213172,141.316784,3305
T20210020204,702168,N,2461896.801,2362540.211,GEELONG,GEELONG,RURAL_VICTORIA,-38.237803,144.564808,3222
T20210020205,695640,N,2383843.203,2446200.337,BALLARAT,BALLARAT,RURAL_VICTORIA,-37.477607,143.686584,3352
T20210020206,694037,N,2653145.051,2591377.166,INDIGO,INDIGO,RURAL_VICTORIA,-36.164123,146.702224,3688
T20210020207,52064,I,2682588.562,2375043.421,WELLINGTON,WELLINGTON,SMALL_CITIES,-38.107966,147.081977,3850
T20210020209,697063,N,2522964.131,2415954.794,MANNINGHAM,MANNINGHAM,RURAL_VICTORIA,-37.757078,145.260614,3115
T20210020210,1356,I,2495219.117,2416406.663,MORELAND,MERRI-BEK,MELB_URBAN,-37.753277,144.945746,3055
T20210020212,781302,N,2727688.562,2403334.441,EAST GIPPSLAND,EAST GIPPSLAND,RURAL_VICTORIA,-37.843193,147.587239,3875
T20210020214,695520,N,2571411.393,2340324.931,SOUTH GIPPSLAND,SOUTH GIPPSLAND,TOWNS,-38.435933,145.817784,3950
T20210020217,694070,N,2494777.741,2406735.937,PORT PHILLIP,PORT PHILLIP,MELB_URBAN,-37.840409,144.940669,3207
T20210020218,694065,N,2696122.068,2584466.733,TOWONG,TOWONG,RURAL_VICTORIA,-36.21849,147.18153,3700
T20210020218,694065,N,2696122.068,2584466.733,TOWONG,TOWONG,SMALL_TOWNS,-36.21849,147.18153,3700
T20210020219,29400,I,2497861.173,2411993.888,MELBOURNE,"MELBOURNE,YARRA",MELB_URBAN,-37.793047,144.975715,3065
T20210020220,697511,N,2621759.212,2426753.769,BAW BAW,BAW BAW,RURAL_VICTORIA,-37.652106,146.379943,3825
T20210020221,695639,N,2480936.066,2403526.601,HOBSONS BAY,HOBSONS BAY,MELB_URBAN,-37.869144,144.783327,3028
T20210020222,695637,N,2530283.358,2386666.815,CASEY,CASEY,MELB_URBAN,-38.020744,145.344881,3806
T20210020223,696681,N,2512998.653,2501875.597,MITCHELL,MITCHELL,RURAL_VICTORIA,-36.983007,145.146023,3660
T20210020226,730909,N,2489159.86,2408435.922,HOBSONS BAY,HOBSONS BAY,MELB_URBAN,-37.825044,144.876868,3015
T20210020228,695635,N,2541675.076,2381059.132,CARDINIA,CARDINIA,SMALL_CITIES,-38.070822,145.474932,3810
T20210020229,695678,N,2497604.496,2409458.751,MELBOURNE,MELBOURNE,MELB_URBAN,-37.815888,144.972793,3000
T20210020229,695678,N,2497604.496,2409458.751,MELBOURNE,MELBOURNE,MELBOURNE_CBD,-37.815888,144.972793,3000
T20210020231,42416,I,2510774.614,2396898.411,KINGSTON,"KINGSTON,MONASH",MELB_URBAN,-37.928995,145.122557,3169
T20210020233,694145,N,2430339.848,2493495.742,MOUNT ALEXANDER,MOUNT ALEXANDER,TOWNS,-37.056035,144.216702,3450
T20210020234,332044,I,2392781.977,2438936.331,BALLARAT,BALLARAT,RURAL_VICTORIA,-37.544126,143.786598,3350
T20210020237,358428,I,2482513.401,2422077.461,BRIMBANK,BRIMBANK,MELB_URBAN,-37.70203,144.801694,3038
T20210020238,697686,N,2401058.123,2437524.167,BALLARAT,BALLARAT,LARGE_PROVINCIAL_CITIES,-37.557764,143.880064,3350
T20210020240,742455,N,2494900.889,2412402.262,MELBOURNE,MELBOURNE,MELB_URBAN,-37.789356,144.942107,3052
T20210020241,705318,N,2515937.774,2381584.859,DANDENONG,DANDENONG,MELB_URBAN,-38.066885,145.181618,3175
T20210020242,723535,N,2309678.506,2379181.946,MOYNE,MOYNE,TOWNS,-38.069136,142.830952,3272
T20210020243,695499,N,2492544.449,2408834.381,MELBOURNE,MELBOURNE,MELB_URBAN,-37.821487,144.915317,3207
T20210020245,43161,I,2522978.707,2390365.291,CASEY,CASEY,MELB_URBAN,-37.987633,145.261577,3802
T20210020246,694150,N,2566748.654,2335756.222,SOUTH GIPPSLAND,SOUTH GIPPSLAND,RURAL_VICTORIA,-38.477432,145.76481,3951
T20210020248,694039,N,2496277.672,2411407.881,MELBOURNE,MELBOURNE,MELB_URBAN,-37.798322,144.957733,3052
T20210020249,610123,I,2529424.926,2380703.38,CASEY,CASEY,MELB_URBAN,-38.074496,145.335344,3806
T20210020250,781274,N,2489821.405,2347758.645,MORNINGTON PENINSULA,MORNINGTON PENINSULA,MELB_URBAN,-38.371682,144.883539,3940
T20210020251,701564,N,2515578.082,2409743.966,WHITEHORSE,WHITEHORSE,MELB_URBAN,-37.813191,145.176923,3131
T20210020252,29377,I,2495478.623,2410610.322,MELBOURNE,MELBOURNE,MELB_URBAN,-37.805505,144.948655,3003
T20210020254,29843,I,2489535.241,2408446.711,MARIBYRNONG,"MARIBYRNONG,HOBSONS BAY",MELB_URBAN,-37.824951,144.881132,3013
T20210020255,693675,I,2478059.676,2410036.51,WYNDHAM,"WYNDHAM,MELTON,BRIMBANK",RURAL_VICTORIA,-37.810427,144.750829,3029
T20210020256,781305,N,2515709.325,2394216.959,DANDENONG,DANDENONG,MELB_URBAN,-37.953083,145.178744,3174
T20210020257,696,I,2505855.355,2401295.295,GLEN EIRA,GLEN EIRA,MELB_URBAN,-37.889425,145.066567,3163
T20210020258,704245,N,2499308.982,2404846.216,STONNINGTON,STONNINGTON,MELB_URBAN,-37.85745,144.992147,3181
T20210020259,37460,I,2495632.485,2407782.393,PORT PHILLIP,PORT PHILLIP,MELB_URBAN,-37.830985,144.950386,3205
T20210020260,701688,N,2531409.914,2399939.874,YARRA RANGES,YARRA RANGES,MELB_URBAN,-37.901124,145.357144,3160
T20210020264,696298,N,2517644.703,2377539.806,FRANKSTON,FRANKSTON,MELB_URBAN,-38.103296,145.201166,3977
T20210020265,56270,I,2440829.332,2368983.398,GEELONG,GEELONG,LARGE_PROVINCIAL_CITIES,-38.178655,144.324716,3216
T20210020267,730910,N,2487839.9,2416726.088,MOONEE VALLEY,MOONEE VALLEY,MELB_URBAN,-37.750332,144.862011,3033
T20210020269,695633,N,2336020.07,2458864.377,ARARAT,ARARAT,RURAL_VICTORIA,-37.35634,143.148735,3375
T20210020271,695500,N,2543087.62,2407951.732,YARRA RANGES,YARRA RANGES,RURAL_VICTORIA,-37.828472,145.489454,3139
T20210020272,694111,N,2520013.457,2409099.135,MAROONDAH,MAROONDAH,MELB_URBAN,-37.818916,145.227313,3134
T20210020273,38883,I,2502317.734,2410094.499,BOROONDARA,BOROONDARA,MELB_URBAN,-37.81016,145.026322,3101
T20210020274,702097,N,2505944.117,2412005.374,BOROONDARA,BOROONDARA,MELB_URBAN,-37.792927,145.06749,3104
T20210020275,694251,N,2472746.806,2423781.676,MELTON,MELTON,RURAL_VICTORIA,-37.686439,144.690999,3335
T20210020278,47032,I,2499277.154,2398831.45,BAYSIDE,BAYSIDE,MELB_URBAN,-37.911641,144.99178,3186
T20210020281,748518,N,2320879.664,2355363.491,CORANGAMITE,CORANGAMITE,RURAL_VICTORIA,-38.285886,142.952732,3265
T20210020282,694526,N,2435177.035,2528194.066,BENDIGO,BENDIGO,LARGE_PROVINCIAL_CITIES,-36.743678,144.274067,3550
T20210020283,814134,N,2516892.888,2429241.873,NILLUMBIK,NILLUMBIK,MELB_URBAN,-37.637485,145.19141,3099
T20210020286,694155,N,2508188.961,2402823.169,MONASH,MONASH,MELB_URBAN,-37.875641,145.09308,3148
T20210020288,695366,I,2632673.689,2365409.477,LATROBE,LATROBE,SMALL_CITIES,-38.203233,146.514682,3844
T20210020289,699131,N,2246615.447,2358326.109,MOYNE,MOYNE,RURAL_VICTORIA,-38.241846,142.1054,3284
T20210020291,699487,N,2521250.597,2391309.684,CASEY,CASEY,MELB_URBAN,-37.979166,145.241878,3177
T20210020294,60926,I,2396567.453,2435992.511,BALLARAT,BALLARAT,LARGE_PROVINCIAL_CITIES,-37.571078,143.829025,3356
T20210020295,695010,N,2467035.4,2503258.019,BENDIGO,BENDIGO,RURAL_VICTORIA,-36.97006,144.629748,3444
T20210020296,694193,N,2517492.759,2390232.883,DANDENONG,DANDENONG,MELB_URBAN,-37.988946,145.199131,3175
T20210020297,694527,N,2529295.91,2380723.745,CASEY,CASEY,MELB_URBAN,-38.074317,145.333873,3805
T20210020300,694528,N,2545134.638,2425553.948,YARRA RANGES,YARRA RANGES,TOWNS,-37.669776,145.511632,3777
T20210020301,10932,I,2492529.38,2422934.544,MORELAND,MERRI-BEK,MELB_URBAN,-37.694441,144.915288,3046
T20210020302,38901,I,2502697.851,2410461.179,BOROONDARA,BOROONDARA,MELB_URBAN,-37.806855,145.030637,3101
T20210020307,695734,N,2496935.255,2407782.685,PORT PHILLIP,PORT PHILLIP,MELB_URBAN,-37.830988,144.965185,3205
T20210020308,694113,N,2442124.711,2379790.185,GEELONG,GEELONG,LARGE_PROVINCIAL_CITIES,-38.081384,144.340354,3214
T20210020312,704847,N,2445746.269,2381643.05,GEELONG,GEELONG,LARGE_PROVINCIAL_CITIES,-38.064911,144.381767,3214
T20210020313,694758,N,2514838.541,2392953.902,DANDENONG,DANDENONG,MELB_URBAN,-37.964477,145.168862,3174
T20210020314,698672,N,2517112.177,2392617.37,DANDENONG,DANDENONG,MELB_URBAN,-37.96747,145.194744,3174
T20210020316,730911,N,2442486.044,2367861.782,GEELONG,GEELONG,LARGE_PROVINCIAL_CITIES,-38.188863,144.343535,3216
T20210020317,694220,N,2473874.937,2368005.108,GEELONG,GEELONG,RURAL_VICTORIA,-38.18899,144.701809,3223
T20210020317,694220,N,2473874.937,2368005.108,GEELONG,GEELONG,TOWNS,-38.18899,144.701809,3223
T20210020319,730912,N,2648501.133,2356022.525,WELLINGTON,WELLINGTON,RURAL_VICTORIA,-38.285375,146.697251,3873
T20210020322,15138,I,2399619.906,2436887.725,BALLARAT,BALLARAT,LARGE_PROVINCIAL_CITIES,-37.563345,143.8637,3350
T20210020324,696869,N,2497492.773,2414282.083,MORELAND,MERRI-BEK,MELB_URBAN,-37.772429,144.97154,3057
T20210020329,12635,N,2491067.868,2422616.767,HUME,HUME,MELB_URBAN,-37.697291,144.898712,3043
T20210020331,694368,N,2490187.038,2408399.901,HOBSONS BAY,HOBSONS BAY,MELB_URBAN,-37.82538,144.888535,3015
T20210020332,695735,N,2517237.972,2395803.879,DANDENONG,DANDENONG,MELB_URBAN,-37.938759,145.1961,3175
T20210020333,70646,I,2519908.68,2390460.55,DANDENONG,DANDENONG,MELB_URBAN,-37.986846,145.226627,3175
T20210020334,781220,N,2643595.197,2429432.031,WELLINGTON,WELLINGTON,RURAL_VICTORIA,-37.624869,146.626855,3858
T20210020336,781311,N,2496677.64,2408590.414,MELBOURNE,MELBOURNE,MELB_URBAN,-37.823709,144.962262,3006
T20210020337,286843,I,2504649.401,2405393.635,STONNINGTON,STONNINGTON,MELB_URBAN,-37.852506,145.052831,3146
T20210020338,30031,I,2436783.704,2526686.562,BENDIGO,BENDIGO,LARGE_PROVINCIAL_CITIES,-36.757373,144.291933,3550
T20210020342,695771,N,2650525.688,2580694.982,INDIGO,INDIGO,RURAL_VICTORIA,-36.2608,146.675205,3747
T20210020343,694669,N,2482454.555,2429910.074,HUME,HUME,RURAL_VICTORIA,-37.631452,144.801212,3428
T20210020345,697079,N,2517310.353,2377874.688,FRANKSTON,FRANKSTON,MELB_URBAN,-38.100285,145.197347,3977
T20210020347,698937,N,2316469.159,2469955.636,ARARAT,ARARAT,RURAL_VICTORIA,-37.252783,142.930801,3377
T20210020351,51532,I,2434000.241,2529376.941,BENDIGO,BENDIGO,LARGE_PROVINCIAL_CITIES,-36.732936,144.260992,3556
T20210020353,47639,I,2565400.356,2379917.907,CARDINIA,CARDINIA,RURAL_VICTORIA,-38.079733,145.7454,3815
T20210020354,699506,N,2504893.032,2419981.957,DAREBIN,DAREBIN,MELB_URBAN,-37.721062,145.055503,3083
T20210020355,694253,N,2489395.718,2427640.879,HUME,HUME,RURAL_VICTORIA,-37.652004,144.879822,3059
T20210020356,699326,N,2501561.203,2398359.094,BAYSIDE,BAYSIDE,MELB_URBAN,-37.915896,145.017755,3187
T20210020357,701641,N,2445589.294,2426084.409,MOORABOOL,MOORABOOL,RURAL_VICTORIA,-37.664501,144.383259,3341
T20210020361,694543,N,2442823.869,2377710.066,GEELONG,GEELONG,LARGE_PROVINCIAL_CITIES,-38.100166,144.34816,3215
T20210020362,694334,N,2488959.753,2408469.835,HOBSONS BAY,HOBSONS BAY,MELB_URBAN,-37.824736,144.874595,3015
T20210020363,694670,N,2527612.131,2414074.129,YARRA RANGES,YARRA RANGES,MELB_URBAN,-37.773897,145.313433,3138
T20210020365,696987,N,2516057.205,2404583.33,WHITEHORSE,WHITEHORSE,MELB_URBAN,-37.85968,145.182477,3133
T20210020367,694195,N,2378083.463,2350093.753,COLAC OTWAY,COLAC OTWAY,SMALL_CITIES,-38.342661,143.605549,3250
T20210020369,781313,N,2635014.374,2366271.562,LATROBE,LATROBE,SMALL_CITIES,-38.195129,146.54124,3844
T20210020371,779417,N,2484863.775,2347834.205,MORNINGTON PENINSULA,MORNINGTON PENINSULA,MELB_URBAN,-38.370933,144.826816,3941
T20210020372,698763,N,2520482.947,2400255.692,KNOX,KNOX,MELB_URBAN,-37.898584,145.232891,3179
T20210020373,695772,N,2462057.086,2424295.903,MELTON,MELTON,SMALL_CITIES,-37.681432,144.569826,3337
T20210020376,722279,N,2500935.046,2393486.127,BAYSIDE,BAYSIDE,MELB_URBAN,-37.9598,145.01064,3191
T20210020378,814064,N,2478368.302,2404169.71,WYNDHAM,WYNDHAM,MELB_URBAN,-37.863294,144.754162,3027
T20210020386,695736,N,2477393.068,2422782.692,MELTON,MELTON,MELB_URBAN,-37.695565,144.743649,3037
T20210020388,695737,N,2500936.542,2425480.138,WHITTLESEA,WHITTLESEA,MELB_URBAN,-37.671533,145.010617,3075
T20210020390,707049,N,2443698.385,2380493.634,GEELONG,GEELONG,LARGE_PROVINCIAL_CITIES,-38.075144,144.358344,3214
T20210020392,694759,N,2515007.031,2402914.413,MONASH,MONASH,MELB_URBAN,-37.874734,145.170576,3150
T20210020394,781339,N,2413727.203,2362557.739,SURF COAST,SURF COAST,RURAL_VICTORIA,-38.234408,144.014674,3241
T20210020399,695239,I,2277502.813,2344406.096,WARRNAMBOOL,WARRNAMBOOL,SMALL_CITIES,-38.375134,142.453818,3280
T20210020400,40906,I,2521111.41,2405479.684,KNOX,KNOX,MELB_URBAN,-37.851503,145.239887,3152
T20210020402,53182,I,2458601.419,2359828.358,GEELONG,GEELONG,SMALL_CITIES,-38.26209,144.527017,3226
T20210020403,730913,I,2445068.854,2362770.92,GEELONG,GEELONG,RURAL_VICTORIA,-38.234879,144.372631,3217
T20210020405,694529,N,2521696.662,2380282.216,CASEY,CASEY,MELB_URBAN,-38.078504,145.247281,3975
T20210020407,697163,N,2511838.71,2392853.464,DANDENONG,"DANDENONG,KINGSTON",MELB_URBAN,-37.965425,145.134726,3172
T20210020409,698124,N,2529454.926,2380736.171,CASEY,CASEY,MELB_URBAN,-38.0742,145.335685,3806
T20210020413,36797,I,2490203.828,2429433.146,HUME,HUME,MELB_URBAN,-37.635863,144.889004,3059
T20210020413,36797,I,2490203.828,2429433.146,HUME,HUME,RURAL_VICTORIA,-37.635863,144.889004,3059
T20210020416,730914,N,2496366.727,2412337.712,MELBOURNE,MELBOURNE,MELB_URBAN,-37.789945,144.958749,3052
T20210020417,809218,I,2522630.813,2385994.372,CASEY,CASEY,MELB_URBAN,-38.02702,145.257752,3976
T20210020418,697173,N,2512922.097,2398119.616,MONASH,MONASH,MELB_URBAN,-37.917965,145.146962,3168
T20210020420,704552,N,2503426.462,2413925.706,BANYULE,BANYULE,MELB_URBAN,-37.775637,145.038896,3079
T20210020422,696375,N,2491236.547,2409738.888,MARIBYRNONG,MARIBYRNONG,MELB_URBAN,-37.813326,144.900472,3013
T20210020423,809220,N,2438246.046,2372040.841,GEELONG,GEELONG,RURAL_VICTORIA,-38.150944,144.295494,3218
T20210020426,40531,I,2507529.013,2407704.804,BOROONDARA,BOROONDARA,MELB_URBAN,-37.831664,145.085529,3126
T20210020427,246534,I,2444780.442,2360786.084,SURF COAST,"GEELONG,SURF COAST",RURAL_VICTORIA,-38.252741,144.369187,3227
T20210020429,694370,N,2503383.99,2406265.583,STONNINGTON,STONNINGTON,MELB_URBAN,-37.844656,145.038449,3144
T20210020430,772001,N,2398779.016,2436592.081,BALLARAT,BALLARAT,LARGE_PROVINCIAL_CITIES,-37.565918,143.854142,3350
T20210020431,45202,I,2489072.7,2412802.253,MARIBYRNONG,MARIBYRNONG,MELB_URBAN,-37.785702,144.875942,3012
T20210020432,730916,N,2506412.073,2422248.021,BANYULE,BANYULE,MELB_URBAN,-37.700635,145.072715,3083
T20210020438,694486,N,2446554.834,2383064.3,GEELONG,GEELONG,LARGE_PROVINCIAL_CITIES,-38.052154,144.391084,3214
T20210020439,36320,I,2504026.733,2363345.201,MORNINGTON PENINSULA,MORNINGTON PENINSULA,MELB_URBAN,-38.231328,145.045987,3931
T20210020441,278622,I,2501305.817,2429384.652,WHITTLESEA,WHITTLESEA,MELB_URBAN,-37.636351,145.014796,3076
T20210020443,257152,I,2237557.288,2413540.473,SOUTHERN GRAMPIANS,SOUTHERN GRAMPIANS,TOWNS,-37.742123,142.021715,3300
T20210020445,695739,N,2511006.491,2426707.643,NILLUMBIK,NILLUMBIK,RURAL_VICTORIA,-37.660408,145.12475,3090
T20210020446,359981,N,2503863.884,2399621.676,GLEN EIRA,GLEN EIRA,MELB_URBAN,-37.904514,145.043936,3204
T20210020447,730917,N,2525365.446,2401348.977,KNOX,KNOX,MELB_URBAN,-37.888613,145.288368,3156
T20210020448,681711,N,2511405.674,2464274.108,MITCHELL,MITCHELL,RURAL_VICTORIA,-37.321889,145.128699,3658
T20210020449,57286,I,2617600.445,2570133.2,WANGARATTA,WANGARATTA,SMALL_CITIES,-36.360631,146.31045,3677
T20210020450,694485,N,2498002.587,2412943.341,YARRA,YARRA,MELB_URBAN,-37.784493,144.977324,3068
T20210020451,696744,N,2492449.21,2424153.221,HUME,HUME,MELB_URBAN,-37.683459,144.914392,3047
